,age,workclass, fnlwgt ,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hour-per-week,native-country,income
24201,32, Private," 553,405 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
18631,19, Private," 552,354 ", 12th,8, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24532,46, Private," 551,962 ", HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,50, Peru, <=50K
3984,64, State-gov," 550,848 ", 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
2066,32, Private," 549,430 ", HS-grad,9, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,40, Mexico, <=50K
23154,33, Private," 549,413 ", Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
6019,23, Private," 549,349 ", Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
3907,53, Local-gov," 549,341 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, <=50K
17716,37, Private," 549,174 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
27296,36, Private," 549,174 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26275,40, Self-emp-not-inc," 548,664 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
11462,53, Private," 548,580 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
2825,39, Private," 548,510 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, United-States, <=50K
8999,53, Private," 548,361 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
13147,51, Local-gov," 548,361 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,26, United-States, <=50K
27974,50, Private," 548,361 ", Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
12848,21, Private," 548,303 ", HS-grad,9, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, >50K
18315,57, Private," 548,256 ", 12th,8, Married-civ-spouse, Transport-moving, Husband, Black, Male,7688,0,40, United-States, >50K
21479,57, Private," 548,256 ", 12th,8, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
29915,33, Private," 547,886 ", Bachelors,13, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
2851,37, Private," 545,483 ", Assoc-acdm,12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21970,40, Federal-gov," 544,792 ", Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
13118,36, Private," 544,686 ", HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,2907,0,40, Nicaragua, <=50K
23806,34, Self-emp-inc," 544,268 ", HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
38,19, Private," 544,091 ", HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
5728,45, Private," 543,922 ", Masters,14, Divorced, Transport-moving, Not-in-family, White, Male,14344,0,48, United-States, >50K
31275,49, Private," 543,922 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
21083,29, Private," 543,477 ", Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
509,47, Local-gov," 543,162 ", HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
17437,39, Self-emp-inc," 543,042 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,50, United-States, >50K
915,23, Private," 543,028 ", HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31437,32, State-gov," 542,265 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
7720,69, Private," 541,737 ", Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,2050,0,24, United-States, <=50K
23433,30, Private," 541,343 ", 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
11329,19, ?," 541,282 ", Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
17697,21, Private," 540,712 ", HS-grad,9, Never-married, Other-service, Other-relative, Black, Male,0,1719,25, United-States, <=50K
32209,53, Private," 539,864 ", Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
9737,61, Private," 539,563 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31429,21, Private," 538,822 ", HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
231,35, Private," 538,583 ", 11th,7, Separated, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States, <=50K
7352,37, Private," 538,443 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,14344,0,40, United-States, >50K
1848,21, Private," 538,319 ", Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
6703,24, Private," 537,222 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
16201,19, State-gov," 536,725 ", Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,15, Japan, <=50K
23884,29, Private," 535,978 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
27040,28, Private," 535,978 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20295,19, Private," 533,147 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
29323,60, Private," 532,845 ", 1st-4th,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
13680,34, Private," 532,379 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30374,36, Private," 531,055 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,48, United-States, >50K
21026,19, Private," 530,454 ", HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
12487,59, Private," 530,099 ", Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,55, United-States, >50K
17185,23, Private," 529,223 ", Bachelors,13, Never-married, Sales, Own-child, Black, Male,0,0,10, United-States, <=50K
12900,41, Private," 529,216 ", Bachelors,13, Divorced, Tech-support, Unmarried, Black, Male,7430,0,45, ?, >50K
17390,42, Private," 529,216 ", HS-grad,9, Separated, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
14052,33, Private," 529,104 ", 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
7456,23, Private," 528,616 ", 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
10443,20, Private," 528,616 ", 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
22249,34, Self-emp-not-inc," 527,162 ", Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
964,36, Private," 526,968 ", 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
12832,37, Private," 526,968 ", Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, >50K
17426,20, Local-gov," 526,734 ", HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
11696,28, Federal-gov," 526,528 ", Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,3887,0,40, United-States, <=50K
12967,23, Private," 526,164 ", Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
7333,60, Self-emp-not-inc," 525,878 ", HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
193,41, Local-gov," 523,910 ", Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
14794,44, Private," 523,484 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
6219,30, Self-emp-not-inc," 523,095 ", Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
9323,26, Private," 523,067 ", Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,3, El-Salvador, <=50K
9047,23, Private," 522,881 ", 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Mexico, <=50K
27916,51, ?," 521,665 ", Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States, <=50K
19225,25, Private," 521,400 ", 5th-6th,3, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, Mexico, <=50K
13241,23, Private," 520,775 ", 12th,8, Never-married, Priv-house-serv, Own-child, White, Male,0,0,30, United-States, <=50K
22933,23, Private," 520,759 ", HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
1152,40, Private," 520,586 ", Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,39, United-States, <=50K
15958,23, Private," 520,231 ", Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
19874,33, Self-emp-not-inc," 520,078 ", Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Male,0,0,60, United-States, <=50K
22832,33, Private," 520,033 ", 12th,8, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
2343,23, Self-emp-not-inc," 519,627 ", HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,25, Mexico, <=50K
3572,58, Private," 519,006 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, <=50K
28109,21, Private," 518,530 ", Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
11337,41, State-gov," 518,030 ", Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male,0,1590,40, Puerto-Rico, <=50K
3745,22, ?," 517,995 ", HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, Mexico, <=50K
17343,19, Private," 517,036 ", HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
8922,27, Private," 517,000 ", Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
5279,34, Private," 516,337 ", 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
27552,20, Private," 515,797 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24522,59, Private," 515,712 ", 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
15155,32, Private," 515,629 ", HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
7505,26, Private," 515,025 ", 10th,6, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
32512,25, Local-gov," 514,716 ", Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
10915,22, Private," 514,033 ", HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,80, United-States, <=50K
19318,45, Private," 513,660 ", Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26960,32, State-gov," 513,416 ", Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
8556,69, Private," 512,992 ", 11th,7, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
30361,21, Private," 512,828 ", HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
30295,25, Private," 512,771 ", 9th,5, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
7122,52, Local-gov," 512,103 ", Some-college,10, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
27832,54, Private," 511,668 ", Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,43, United-States, >50K
16672,33, Private," 511,517 ", HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
2937,34, Private," 511,361 ", Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
4125,25, Private," 511,331 ", Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,38, United-States, <=50K
8506,33, Local-gov," 511,289 ", Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
23180,31, Private," 511,289 ", HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,2907,0,99, United-States, <=50K
26881,42, Private," 511,068 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
4061,40, Private," 510,072 ", Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
27578,42, Private," 510,072 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29432,41, Federal-gov," 510,072 ", Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28222,25, Private," 509,866 ", HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,78, United-States, <=50K
9811,24, Private," 509,629 ", HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
28958,21, ?," 509,629 ", Some-college,10, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
18861,30, Private," 509,500 ", Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,4787,0,45, United-States, >50K
26227,35, Private," 509,462 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
2400,34, Private," 509,364 ", HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
2676,34, Private," 509,364 ", HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
15343,31, Private," 509,364 ", 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Mexico, <=50K
1315,32, Private," 509,350 ", Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Canada, >50K
22654,39, Private," 509,060 ", Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26574,22, Private," 509,048 ", HS-grad,9, Never-married, Sales, Other-relative, Black, Female,0,0,37, United-States, <=50K
9356,51, Private," 508,891 ", HS-grad,9, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
8490,24, Private," 508,548 ", HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
1884,27, Federal-gov," 508,336 ", Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,48, United-States, <=50K
41,31, Private," 507,875 ", 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
18990,40, ?," 507,086 ", HS-grad,9, Divorced, ?, Not-in-family, Black, Female,0,0,32, United-States, <=50K
6650,34, Private," 506,858 ", Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, >50K
28575,38, Federal-gov," 506,830 ", Some-college,10, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
13018,27, Private," 506,436 ", Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,40, Peru, <=50K
5197,40, State-gov," 506,329 ", Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
18907,43, State-gov," 506,329 ", Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, ?, >50K
24214,24, State-gov," 506,329 ", Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
6015,22, Private," 505,980 ", HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
6523,20, Private," 505,980 ", Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
12154,31, ?," 505,438 ", HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,30, Mexico, <=50K
2019,39, Private," 505,119 ", Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
12108,32, Federal-gov," 504,951 ", Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
